task_id,operator_id,expected_time,simulated_time,expected_quality
task246_scenario1_303,B16,7,4,70
task247_scenario1_304,B16,7,8,70
task248_scenario4_305,B16,6,7,30
task249_scenario1_306,B16,7,7,70
task250_scenario4_307,B16,6,7,30
task251_scenario1_308,B16,7,6,70
task252_scenario1_310,B16,7,7,70
task253_scenario1_311,B16,7,7,70
task254_scenario2_313,B16,3,2,60
task255_scenario2_314,B16,3,1,60
task256_scenario1_315,B16,7,7,70
task257_scenario2_316,B16,3,4,60
task258_scenario1_317,B16,7,6,70
task259_scenario3_318,B16,6,7,20
task260_scenario2_319,B16,3,4,60
task261_scenario1_320,B16,7,8,70
task262_scenario2_322,B16,3,3,60
task263_scenario1_323,B16,7,6,70
task264_scenario2_324,B16,3,2,60
task265_scenario1_325,B16,7,8,70
task266_scenario1_326,B16,7,7,70
task267_scenario2_328,B16,3,2,60
task268_scenario2_329,B16,3,4,60
task269_scenario1_330,B16,7,10,70
task270_scenario2_331,B16,3,3,60
task271_scenario1_332,B16,7,9,70
task272_scenario2_334,B16,3,2,60
task273_scenario1_335,B16,7,8,70
task274_scenario2_336,B16,3,2,60
task275_scenario4_337,B16,6,6,30
task276_scenario2_338,B16,3,2,60
task277_scenario2_339,B16,3,3,60
task278_scenario1_340,B16,7,8,70
task279_scenario4_341,B16,6,6,30
task280_scenario1_342,B16,7,8,70
task281_scenario1_343,B16,7,8,70
task282_scenario2_344,B16,3,2,60
task283_scenario2_345,B16,3,3,60
task284_scenario2_346,B16,3,3,60
task285_scenario3_347,B16,6,7,20
task286_scenario4_349,B16,6,6,30
task287_scenario4_351,B16,6,5,30
task288_scenario1_352,B16,7,7,70
task289_scenario1_353,B16,7,7,70
task290_scenario2_354,B16,3,3,60
task291_scenario3_356,B16,6,6,20
task292_scenario1_357,B16,7,6,70
task293_scenario4_359,B16,6,6,30
